Sigma,MC,Individual,X,Y,Hypothesis
0.5,2,29,-2.009926091622277,8.046933891342539,marker
0.5,2,29,-2.009926091622277,8.046933891342539,expansion
0.5,2,29,-0.8461232153528098,8.517965067889357,marker
0.5,2,29,-0.8461232153528098,8.517965067889357,expansion
0.5,2,29,-2.2020835998380925,8.147408575999275,marker
0.5,2,29,-2.2020835998380925,8.147408575999275,expansion
0.5,2,29,-2.7456922363593765,8.68106898862688,marker
0.5,2,29,-2.7456922363593765,8.68106898862688,expansion
0.5,2,29,-2.173910465565424,8.987175565436667,marker
0.5,2,29,-2.173910465565424,8.987175565436667,expansion
0.5,2,30,-4.101231671138253,7.199766789032528,marker
0.5,2,30,-4.101231671138253,7.199766789032528,expansion
0.5,2,30,-3.8133203170614824,8.09116905471986,marker
0.5,2,30,-3.8133203170614824,8.09116905471986,expansion
0.5,2,30,-4.633053235405466,6.306737940189728,marker
0.5,2,30,-4.633053235405466,6.306737940189728,expansion
0.5,2,30,-4.186181789422396,6.480620182608149,marker
0.5,2,30,-4.186181789422396,6.480620182608149,expansion
0.5,2,30,-4.408468623799773,7.611968620322128,marker
0.5,2,30,-4.408468623799773,7.611968620322128,expansion
0.5,2,31,-3.8457638028374332,7.649880176672437,marker
0.5,2,31,-3.8457638028374332,7.649880176672437,expansion
0.5,2,31,-3.2203964726523915,7.174305238107149,marker
0.5,2,31,-3.2203964726523915,7.174305238107149,expansion
0.5,2,31,-3.406815466224921,8.539968814336778,marker
0.5,2,31,-3.406815466224921,8.539968814336778,expansion
0.5,2,31,-4.239269219616249,7.13131411654351,marker
0.5,2,31,-4.239269219616249,7.13131411654351,expansion
0.5,2,31,-4.101413157977374,8.52300571994129,marker
0.5,2,31,-4.101413157977374,8.52300571994129,expansion
0.5,2,32,-3.579000697206004,8.683853219703634,marker
0.5,2,32,-3.579000697206004,8.683853219703634,expansion
0.5,2,32,-3.125303680266839,9.627783212531904,marker
0.5,2,32,-3.125303680266839,9.627783212531904,expansion
0.5,2,32,-3.655725993821771,8.856807844013993,marker
0.5,2,32,-3.655725993821771,8.856807844013993,expansion
0.5,2,32,-4.025833234030953,7.162340546144593,marker
0.5,2,32,-4.025833234030953,7.162340546144593,expansion
0.5,2,32,-3.1204448097367403,7.828689101229588,marker
0.5,2,32,-3.1204448097367403,7.828689101229588,expansion
0.5,2,33,-4.3225097569221145,7.999061993593779,marker
0.5,2,33,-4.3225097569221145,7.999061993593779,expansion
0.5,2,33,-3.098537313633125,8.158958612213116,marker
0.5,2,33,-3.098537313633125,8.158958612213116,expansion
0.5,2,33,-4.3980004446222445,6.53882902187741,marker
0.5,2,33,-4.3980004446222445,6.53882902187741,expansion
0.5,2,33,-2.7792982609534542,8.98042059017217,marker
0.5,2,33,-2.7792982609534542,8.98042059017217,expansion
0.5,2,33,-4.529008140632855,9.792808247691157,marker
0.5,2,33,-4.529008140632855,9.792808247691157,expansion
0.5,2,34,-1.986161019424511,6.486785176035426,marker
0.5,2,34,-1.986161019424511,6.486785176035426,expansion
0.5,2,34,-1.1071104538877548,6.065116109410048,marker
0.5,2,34,-1.1071104538877548,6.065116109410048,expansion
0.5,2,34,-2.988545844669705,6.097416268082048,marker
0.5,2,34,-2.988545844669705,6.097416268082048,expansion
0.5,2,34,-1.4227030899491449,6.163631393175753,marker
0.5,2,34,-1.4227030899491449,6.163631393175753,expansion
0.5,2,34,-2.021177518528888,7.233243350416378,marker
0.5,2,34,-2.021177518528888,7.233243350416378,expansion
0.5,2,35,-3.3267947074069757,8.564586500256286,marker
0.5,2,35,-3.3267947074069757,8.564586500256286,expansion
0.5,2,35,-4.420644741100999,7.762493247243649,marker
0.5,2,35,-4.420644741100999,7.762493247243649,expansion
0.5,2,35,-3.1663254738461584,8.289502116110176,marker
0.5,2,35,-3.1663254738461584,8.289502116110176,expansion
0.5,2,35,-2.6737755270934374,7.561794989796598,marker
0.5,2,35,-2.6737755270934374,7.561794989796598,expansion
0.5,2,35,-2.5473850324720124,9.003983107624846,marker
0.5,2,35,-2.5473850324720124,9.003983107624846,expansion
0.5,2,36,-0.971230467036051,7.731811412349519,marker
0.5,2,36,-0.971230467036051,7.731811412349519,expansion
0.5,2,36,-1.1173557604001303,7.22236198716243,marker
0.5,2,36,-1.1173557604001303,7.22236198716243,expansion
0.5,2,36,-2.2684449103123607,8.156039325133321,marker
0.5,2,36,-2.2684449103123607,8.156039325133321,expansion
0.5,2,36,-1.449043940644383,6.844640777516692,marker
0.5,2,36,-1.449043940644383,6.844640777516692,expansion
0.5,2,36,-2.5544141822943813,8.333105428083627,marker
0.5,2,36,-2.5544141822943813,8.333105428083627,expansion
0.5,2,37,-3.91714677686355,7.564757004968656,marker
0.5,2,37,-3.91714677686355,7.564757004968656,expansion
0.5,2,37,-4.058612974181029,6.087461131636355,marker
0.5,2,37,-4.058612974181029,6.087461131636355,expansion
0.5,2,37,-4.721381422382552,7.205329526417331,marker
0.5,2,37,-4.721381422382552,7.205329526417331,expansion
0.5,2,37,-3.079004410654488,8.885876033189206,marker
0.5,2,37,-3.079004410654488,8.885876033189206,expansion
0.5,2,37,-3.731685481549332,6.508706233117133,marker
0.5,2,37,-3.731685481549332,6.508706233117133,expansion
0.5,2,38,-2.490625573193554,8.500945416138553,marker
0.5,2,38,-2.490625573193554,8.500945416138553,expansion
0.5,2,38,-3.4341776079106885,8.656507788716553,marker
0.5,2,38,-3.4341776079106885,8.656507788716553,expansion
0.5,2,38,-3.0757637820016916,8.474343304319147,marker
0.5,2,38,-3.0757637820016916,8.474343304319147,expansion
0.5,2,38,-1.3685084149821307,7.80828885827122,marker
0.5,2,38,-1.3685084149821307,7.80828885827122,expansion
0.5,2,38,-3.109907153589163,8.673685209279604,marker
0.5,2,38,-3.109907153589163,8.673685209279604,expansion
0.5,2,39,-2.878440661431946,7.4843573885946615,marker
0.5,2,39,-2.878440661431946,7.4843573885946615,expansion
0.5,2,39,-3.2177148217963714,7.509526056342552,marker
0.5,2,39,-3.2177148217963714,7.509526056342552,expansion
0.5,2,39,-3.4317244096859163,7.115186647434915,marker
0.5,2,39,-3.4317244096859163,7.115186647434915,expansion
0.5,2,39,-3.0065057292945894,6.188346756242075,marker
0.5,2,39,-3.0065057292945894,6.188346756242075,expansion
0.5,2,39,-3.3269447119613353,7.750369860297778,marker
0.5,2,39,-3.3269447119613353,7.750369860297778,expansion
0.5,2,40,-2.288031449864458,8.522012002390547,marker
0.5,2,40,-2.288031449864458,8.522012002390547,expansion
0.5,2,40,-2.4443332952192622,8.494509277758162,marker
0.5,2,40,-2.4443332952192622,8.494509277758162,expansion
0.5,2,40,-2.5951963843585264,8.448450439025338,marker
0.5,2,40,-2.5951963843585264,8.448450439025338,expansion
0.5,2,40,-2.287513333211454,8.394484789826244,marker
0.5,2,40,-2.287513333211454,8.394484789826244,expansion
0.5,2,40,-2.708271246829683,8.057782222903391,marker
0.5,2,40,-2.708271246829683,8.057782222903391,expansion
0.5,2,41,-2.8202755075201797,8.230577059659375,marker
0.5,2,41,-2.8202755075201797,8.230577059659375,expansion
0.5,2,41,-0.23568286919822823,5.70095660387983,marker
0.5,2,41,-0.3121074646356483,5.706554723662016,marker
0.5,2,41,-1.3932667965088272,6.715105638760959,marker
0.5,2,41,-0.5824118152351607,6.22747411658383,marker
0.5,2,41,-0.23568286919822823,8.599054688756803,expansion
0.5,2,41,-0.3121074646356483,7.816154498698422,expansion
0.5,2,41,-1.3932667965088272,7.764506004586924,expansion
0.5,2,41,-0.5824118152351607,8.911629947388064,expansion
0.5,2,42,-2.9688017408133454,8.81118239474711,marker
0.5,2,42,-2.9688017408133454,8.81118239474711,expansion
0.5,2,42,-2.7435753864190406,7.842369429875684,marker
0.5,2,42,-2.7435753864190406,7.842369429875684,expansion
0.5,2,42,-3.2886405388041795,8.089882368143051,marker
0.5,2,42,-3.2886405388041795,8.089882368143051,expansion
0.5,2,42,-2.539988395542999,9.78921381422335,marker
0.5,2,42,-2.539988395542999,9.78921381422335,expansion
0.5,2,42,-2.8650398938102417,8.968917800588683,marker
0.5,2,42,-2.8650398938102417,8.968917800588683,expansion
0.5,2,43,-2.64740162784878,7.979252028458684,marker
0.5,2,43,-2.64740162784878,7.979252028458684,expansion
0.5,2,43,-2.3886260392964584,7.70576972721419,marker
0.5,2,43,-2.3886260392964584,7.70576972721419,expansion
0.5,2,43,-2.123640045415194,9.207226981933623,marker
0.5,2,43,-2.123640045415194,9.207226981933623,expansion
0.5,2,43,-3.1579087155323817,7.833299639277873,marker
0.5,2,43,-3.1579087155323817,7.833299639277873,expansion
0.5,2,43,-2.557787842531661,7.248288806621107,marker
0.5,2,43,-2.557787842531661,7.248288806621107,expansion
0.5,2,44,-4.195588637830931,8.604438544452444,marker
0.5,2,44,-4.195588637830931,8.604438544452444,expansion
0.5,2,44,-3.8972366196035773,7.294373222243317,marker
0.5,2,44,-3.8972366196035773,7.294373222243317,expansion
0.5,2,44,-3.811070075716723,8.85520783347489,marker
0.5,2,44,-3.811070075716723,8.85520783347489,expansion
0.5,2,44,-3.236291509876816,7.568195390072204,marker
0.5,2,44,-3.236291509876816,7.568195390072204,expansion
0.5,2,44,-4.56093234822526,8.397303948852706,marker
0.5,2,44,-4.56093234822526,8.397303948852706,expansion
0.5,2,45,-2.524589366063942,8.256739604488306,marker
0.5,2,45,-2.524589366063942,8.256739604488306,expansion
0.5,2,45,-2.184777564785582,7.642386415878033,marker
0.5,2,45,-2.184777564785582,7.642386415878033,expansion
0.5,2,45,-2.91747198634953,9.176749611958531,marker
0.5,2,45,-2.91747198634953,9.176749611958531,expansion
0.5,2,45,-1.3130899539641345,8.652096992026314,marker
0.5,2,45,-1.3130899539641345,8.652096992026314,expansion
0.5,2,45,-1.7948403507320092,8.703840496587642,marker
0.5,2,45,-1.7948403507320092,8.703840496587642,expansion
0.5,2,46,-3.6716716224638075,7.115948156625284,marker
0.5,2,46,-3.6716716224638075,7.115948156625284,expansion
0.5,2,46,-3.712307087450094,6.25171479347158,marker
0.5,2,46,-3.712307087450094,6.25171479347158,expansion
0.5,2,46,-1.8393164004248268,7.189133035324716,marker
0.5,2,46,-1.8393164004248268,7.189133035324716,expansion
0.5,2,46,-3.325999359050089,7.191324521334131,marker
0.5,2,46,-3.325999359050089,7.191324521334131,expansion
0.5,2,46,-4.5462278522332955,6.100816453651327,marker
0.5,2,46,-4.5462278522332955,6.100816453651327,expansion
0.5,2,47,-3.682037552916418,7.640255048237982,marker
0.5,2,47,-3.682037552916418,7.640255048237982,expansion
0.5,2,47,-4.011387059380023,6.7526692056123405,marker
0.5,2,47,-4.011387059380023,6.7526692056123405,expansion
0.5,2,47,-2.889979968211993,7.808260859800608,marker
0.5,2,47,-2.889979968211993,7.808260859800608,expansion
0.5,2,47,-4.594986134472841,7.374406456139047,marker
0.5,2,47,-4.594986134472841,7.374406456139047,expansion
0.5,2,47,-3.340523620963622,7.311705246639756,marker
0.5,2,47,-3.340523620963622,7.311705246639756,expansion
0.5,2,48,-3.2596714683541705,7.101138258277849,marker
0.5,2,48,-3.2596714683541705,7.101138258277849,expansion
0.5,2,48,-3.823207079794847,7.830968616160618,marker
0.5,2,48,-3.823207079794847,7.830968616160618,expansion
0.5,2,48,-3.13506535655686,6.995485859383764,marker
0.5,2,48,-3.13506535655686,6.995485859383764,expansion
0.5,2,48,-2.2125110808036523,7.142577767121009,marker
0.5,2,48,-2.2125110808036523,7.142577767121009,expansion
0.5,2,48,-4.174073629296975,7.610105460661081,marker
0.5,2,48,-4.174073629296975,7.610105460661081,expansion
0.5,2,49,-3.2960912231038995,7.456172246164714,marker
0.5,2,49,-3.2960912231038995,7.456172246164714,expansion
0.5,2,49,-2.7326086675092567,7.5528252903294835,marker
0.5,2,49,-2.7326086675092567,7.5528252903294835,expansion
0.5,2,49,-3.6408299705654965,6.577825133113574,marker
0.5,2,49,-3.6408299705654965,6.577825133113574,expansion
0.5,2,49,-2.4676045469519283,6.939984475597944,marker
0.5,2,49,-2.4676045469519283,6.939984475597944,expansion
0.5,2,49,-2.9897974162236434,7.698568026645281,marker
0.5,2,49,-2.9897974162236434,7.698568026645281,expansion
1.0,2,0,-3.9620744125494594,8.828628068648197,marker
1.0,2,0,-3.9620744125494594,8.828628068648197,expansion
1.0,2,0,-2.258083215434099,8.78722024662014,marker
1.0,2,0,-2.258083215434099,8.78722024662014,expansion
1.0,2,0,-4.029969245063759,9.076231251121156,marker
1.0,2,0,-4.029969245063759,9.076231251121156,expansion
1.0,2,0,-4.937716245943747,10.217980648991748,marker
1.0,2,0,-4.937716245943747,10.217980648991748,expansion
1.0,2,0,-3.1961654761203886,8.378853241508141,marker
1.0,2,0,-3.1961654761203886,8.378853241508141,expansion
1.0,2,1,-1.7936409213278655,7.245086291902292,marker
1.0,2,1,-1.7936409213278655,7.245086291902292,expansion
1.0,2,1,-0.8333057608294722,7.389803712001189,marker
1.0,2,1,-0.8333057608294722,7.389803712001189,expansion
1.0,2,1,-1.1643062988516855,5.4308734219534545,marker
1.0,2,1,-1.1643062988516855,5.4308734219534545,expansion
1.0,2,1,-1.4066302848824301,7.2244611607530205,marker
1.0,2,1,-1.4066302848824301,7.2244611607530205,expansion
1.0,2,1,-2.3982738597686204,7.490158016614274,marker
1.0,2,1,-2.3982738597686204,7.490158016614274,expansion
1.0,2,2,-2.247652314102319,8.099848548994919,marker
1.0,2,2,-2.247652314102319,8.099848548994919,expansion
1.0,2,2,-2.435174315786584,8.654367422538138,marker
1.0,2,2,-2.435174315786584,8.654367422538138,expansion
1.0,2,2,-2.002914791300823,9.79803182657444,marker
1.0,2,2,-2.002914791300823,9.79803182657444,expansion
1.0,2,2,-0.6611182080607751,10.27300742256724,marker
1.0,2,2,-0.6611182080607751,10.27300742256724,expansion
1.0,2,2,-2.2529053136300594,9.07629364909617,marker
1.0,2,2,-2.2529053136300594,9.07629364909617,expansion
1.0,2,3,-2.232545719886369,8.556896968892083,marker
1.0,2,3,-2.232545719886369,8.556896968892083,expansion
1.0,2,3,-3.7638368518091614,8.234735221808856,marker
1.0,2,3,-3.7638368518091614,8.234735221808856,expansion
1.0,2,3,-3.6838294567370564,8.469275087880993,marker
1.0,2,3,-3.6838294567370564,8.469275087880993,expansion
1.0,2,3,-3.629232031896757,9.604243109635785,marker
1.0,2,3,-3.629232031896757,9.604243109635785,expansion
1.0,2,3,-3.046355118723325,9.325131607455207,marker
1.0,2,3,-3.046355118723325,9.325131607455207,expansion
1.0,2,4,-2.1723075451916336,7.857731619400278,marker
1.0,2,4,-2.1723075451916336,7.857731619400278,expansion
1.0,2,4,-2.416383812800047,8.85696553529077,marker
1.0,2,4,-2.416383812800047,8.85696553529077,expansion
1.0,2,4,0.0,8.848465283133919,marker
1.0,2,4,0.0,8.848465283133919,expansion
1.0,2,4,-1.9340475841475635,7.78480284721958,marker
1.0,2,4,-1.9340475841475635,7.78480284721958,expansion
1.0,2,4,-0.056776496040963575,8.170588494925628,marker
1.0,2,4,-0.056776496040963575,8.170588494925628,expansion
1.0,2,5,-3.3471099482585096,7.025987064037828,marker
1.0,2,5,-3.3471099482585096,7.025987064037828,expansion
1.0,2,5,-2.4781629726423304,5.564535700216414,marker
1.0,2,5,-2.4781629726423304,5.564535700216414,expansion
1.0,2,5,-2.8429471176526464,7.060277288606394,marker
1.0,2,5,-2.8429471176526464,7.060277288606394,expansion
1.0,2,5,-4.500194688702733,7.585030202576916,marker
1.0,2,5,-4.500194688702733,7.585030202576916,expansion
1.0,2,5,-4.707096538736182,5.9884993169443,marker
1.0,2,5,-4.707096538736182,5.9884993169443,expansion
1.0,2,6,-2.2444810397198354,9.363990578249703,marker
1.0,2,6,-2.2444810397198354,9.363990578249703,expansion
1.0,2,6,-1.4131373735471437,10.205694442548461,marker
1.0,2,6,-1.4131373735471437,10.205694442548461,expansion
1.0,2,6,-2.2978418907940004,11.356552624737418,marker
1.0,2,6,-2.2978418907940004,11.356552624737418,expansion
1.0,2,6,-2.2535767473677355,7.092536674060039,marker
1.0,2,6,-2.2535767473677355,7.092536674060039,expansion
1.0,2,6,-0.40654109379791836,9.48407032525517,marker
1.0,2,6,-0.40654109379791836,9.48407032525517,expansion
1.0,2,7,-3.0013313776302324,9.762957851119348,marker
1.0,2,7,-3.0013313776302324,9.762957851119348,expansion
1.0,2,7,-1.3620052046956002,10.079692711301481,marker
1.0,2,7,-1.3620052046956002,10.079692711301481,expansion
1.0,2,7,-3.222267050499697,11.739418827908016,marker
1.0,2,7,-3.222267050499697,11.739418827908016,expansion
1.0,2,7,-2.245308992710851,11.233544977234903,marker
1.0,2,7,-2.245308992710851,11.233544977234903,expansion
1.0,2,7,-3.850685738243156,8.663350159297275,marker
1.0,2,7,-3.850685738243156,8.663350159297275,expansion
1.0,2,8,-3.0529557394770874,7.372831694139247,marker
1.0,2,8,-3.0529557394770874,7.372831694139247,expansion
1.0,2,8,-2.498918905605236,7.020172464740269,marker
1.0,2,8,-2.498918905605236,7.020172464740269,expansion
1.0,2,8,-2.5858205723162073,6.770158764940205,marker
1.0,2,8,-2.5858205723162073,6.770158764940205,expansion
1.0,2,8,-3.4533651814029813,7.237740861551657,marker
1.0,2,8,-3.4533651814029813,7.237740861551657,expansion
1.0,2,8,-1.3623260368557562,5.921854696003028,marker
1.0,2,8,-1.3623260368557562,5.921854696003028,expansion
1.0,2,9,-1.2881711819705943,7.579679111925881,marker
1.0,2,9,-1.2881711819705943,7.579679111925881,expansion
1.0,2,9,-2.0391376129590837,6.345183059205704,marker
1.0,2,9,-2.0391376129590837,6.345183059205704,expansion
1.0,2,9,-2.2333222788502516,6.3562182593430965,marker
1.0,2,9,-2.2333222788502516,6.3562182593430965,expansion
1.0,2,9,-1.1138437529659284,7.2651224277091915,marker
1.0,2,9,-1.1138437529659284,7.2651224277091915,expansion
1.0,2,9,-1.2596023661329823,6.966269943160184,marker
1.0,2,9,-1.2596023661329823,6.966269943160184,expansion
1.0,2,10,-2.7440001288802467,7.823097704050165,marker
1.0,2,10,-2.7440001288802467,7.823097704050165,expansion
1.0,2,10,-4.5137498542475445,9.321533043514142,marker
1.0,2,10,-4.5137498542475445,9.321533043514142,expansion
1.0,2,10,-1.5821325637530275,8.077199470034238,marker
1.0,2,10,-1.5821325637530275,8.077199470034238,expansion
1.0,2,10,0.0,7.750521161070206,marker
1.0,2,10,0.0,7.750521161070206,expansion
1.0,2,10,-2.7158221512513334,7.349834187984264,marker
1.0,2,10,-2.7158221512513334,7.349834187984264,expansion
1.0,2,11,-2.7175561462971354,8.034390370941702,marker
1.0,2,11,-2.7175561462971354,8.034390370941702,expansion
1.0,2,11,-3.278247695398644,8.091288712033124,marker
1.0,2,11,-3.278247695398644,8.091288712033124,expansion
1.0,2,11,-3.8392780598784464,7.35604453408752,marker
1.0,2,11,-3.8392780598784464,7.35604453408752,expansion
1.0,2,11,-4.138320290689313,6.881636075531567,marker
1.0,2,11,-4.138320290689313,6.881636075531567,expansion
1.0,2,11,-4.122492074573417,7.592946126077944,marker
1.0,2,11,-4.122492074573417,7.592946126077944,expansion
1.0,2,12,-2.4839190125967052,6.090089390294048,marker
1.0,2,12,-2.4839190125967052,6.090089390294048,expansion
1.0,2,12,-3.023211442865345,6.670084162066496,marker
1.0,2,12,-3.023211442865345,6.670084162066496,expansion
1.0,2,12,-3.2769108863296053,6.707646776915042,marker
1.0,2,12,-3.2769108863296053,6.707646776915042,expansion
1.0,2,12,-2.0639884816021157,5.366608210389391,marker
1.0,2,12,-2.0639884816021157,5.366608210389391,expansion
1.0,2,12,-1.1865790777463852,5.989045472578395,marker
1.0,2,12,-1.1865790777463852,5.989045472578395,expansion
1.0,2,13,-2.7553435342794557,7.294860056700294,marker
1.0,2,13,-2.7553435342794557,7.294860056700294,expansion
1.0,2,13,-2.6731516984702615,6.549050249776853,marker
1.0,2,13,-2.6731516984702615,6.549050249776853,expansion
1.0,2,13,-2.5366781189378016,8.088308348477895,marker
1.0,2,13,-2.5366781189378016,8.088308348477895,expansion
1.0,2,13,-1.1821985979945446,7.393123191879257,marker
1.0,2,13,-1.1821985979945446,7.393123191879257,expansion
1.0,2,13,-2.5406608353489,9.995951810388586,marker
1.0,2,13,-2.5406608353489,9.995951810388586,expansion
1.0,2,14,-3.5844725898995087,7.633428344495587,marker
1.0,2,14,-3.5844725898995087,7.633428344495587,expansion
1.0,2,14,-4.389967151084574,8.572794459835011,marker
1.0,2,14,-4.389967151084574,8.572794459835011,expansion
1.0,2,14,-2.066898460783084,8.990293634431952,marker
1.0,2,14,-2.066898460783084,8.990293634431952,expansion
1.0,2,14,-3.050461595825986,7.844241112931379,marker
1.0,2,14,-3.050461595825986,7.844241112931379,expansion
1.0,2,14,-2.3156030400496306,9.600623191156693,marker
1.0,2,14,-2.3156030400496306,9.600623191156693,expansion
1.0,2,15,-0.8881345301172812,8.357225805860832,marker
1.0,2,15,-0.8881345301172812,8.357225805860832,expansion
1.0,2,15,-2.394881860727528,7.117330046020177,marker
1.0,2,15,-2.394881860727528,7.117330046020177,expansion
1.0,2,15,-1.1388129043532644,7.540819665500031,marker
1.0,2,15,-1.1388129043532644,7.540819665500031,expansion
1.0,2,15,-0.07334834161834158,7.202930053223532,marker
1.0,2,15,-0.07334834161834158,7.202930053223532,expansion
1.0,2,15,0.0,8.282948783755135,marker
1.0,2,15,0.0,8.282948783755135,expansion
1.0,2,16,-3.471352788133588,7.348890149073604,marker
1.0,2,16,-3.471352788133588,7.348890149073604,expansion
1.0,2,16,-3.3198796865193643,7.522834545675162,marker
1.0,2,16,-2.9914615908510793,6.819306359913185,marker
1.0,2,16,-2.0401298883897985,6.008599173993854,marker
1.0,2,16,-0.4283931721779317,4.280839256360867,marker
1.0,2,16,-3.3198796865193643,5.538624939348519,expansion
1.0,2,16,-2.9914615908510793,9.022421682181047,expansion
1.0,2,16,-2.0401298883897985,8.397978674494075,expansion
1.0,2,16,-0.4283931721779317,7.192818207540281,expansion
1.0,2,17,-2.6506968297196876,8.187390736198278,marker
1.0,2,17,-2.6506968297196876,8.187390736198278,expansion
1.0,2,17,-1.8943873843710732,7.582191891319719,marker
1.0,2,17,-1.8943873843710732,7.582191891319719,expansion
1.0,2,17,-2.5917438294216146,7.59294762854928,marker
1.0,2,17,-2.5917438294216146,7.59294762854928,expansion
1.0,2,17,-2.1388968548182827,7.027747901843745,marker
1.0,2,17,-2.1388968548182827,7.027747901843745,expansion
1.0,2,17,-1.793774132355527,7.876229820206576,marker
1.0,2,17,-1.793774132355527,7.876229820206576,expansion
1.0,2,18,-2.224919433347794,8.991060534892302,marker
1.0,2,18,-2.224919433347794,8.991060534892302,expansion
1.0,2,18,-1.9835687136194085,7.557621546415547,marker
1.0,2,18,-1.9835687136194085,7.557621546415547,expansion
1.0,2,18,-2.0265666931634203,8.166152245768593,marker
1.0,2,18,-2.0265666931634203,8.166152245768593,expansion
1.0,2,18,-3.9018065534232136,10.47559268064947,marker
1.0,2,18,-3.9018065534232136,10.47559268064947,expansion
1.0,2,18,-1.0137948122093423,7.644612181737537,marker
1.0,2,18,-1.0137948122093423,7.644612181737537,expansion
1.0,2,19,-2.3560880392404355,8.506160106572667,marker
1.0,2,19,-2.3560880392404355,8.506160106572667,expansion
1.0,2,19,-2.361658124125839,8.879261913853053,marker
1.0,2,19,-2.361658124125839,8.879261913853053,expansion
1.0,2,19,-4.157330153759134,7.9003032710036685,marker
1.0,2,19,-4.157330153759134,7.9003032710036685,expansion
1.0,2,19,-2.948248597076941,7.127803690680896,marker
1.0,2,19,-2.948248597076941,7.127803690680896,expansion
1.0,2,19,-1.8295879145610559,8.020283693363394,marker
1.0,2,19,-1.8295879145610559,8.020283693363394,expansion
1.0,2,20,-2.3467555507972784,8.390530515596922,marker
1.0,2,20,-2.3467555507972784,8.390530515596922,expansion
1.0,2,20,-2.7966554926092764,7.993544922300216,marker
1.0,2,20,-2.7966554926092764,7.993544922300216,expansion
1.0,2,20,-2.4531976641416464,9.06464260078522,marker
1.0,2,20,-2.4531976641416464,9.06464260078522,expansion
1.0,2,20,-2.483106049404861,7.144703862501578,marker
1.0,2,20,-2.483106049404861,7.144703862501578,expansion
1.0,2,20,0.0,8.5653995351124,marker
1.0,2,20,0.0,8.5653995351124,expansion
1.0,2,21,-4.151313302810661,7.881919191135426,marker
1.0,2,21,-4.151313302810661,7.881919191135426,expansion
1.0,2,21,-3.459005029306633,8.605313740656534,marker
1.0,2,21,-3.459005029306633,8.605313740656534,expansion
1.0,2,21,-4.101460320632886,7.0174919554679995,marker
1.0,2,21,-4.101460320632886,7.0174919554679995,expansion
1.0,2,21,-2.0895960311691555,6.996398296637707,marker
1.0,2,21,-2.0895960311691555,6.996398296637707,expansion
1.0,2,21,-4.378515373756393,6.962365431028108,marker
1.0,2,21,-4.378515373756393,6.962365431028108,expansion
1.0,2,22,-3.0642297664110467,8.729425978755945,marker
1.0,2,22,-3.0642297664110467,8.729425978755945,expansion
1.0,2,22,-2.555105659121682,7.536186622891021,marker
1.0,2,22,-2.555105659121682,7.536186622891021,expansion
1.0,2,22,-2.622260224098911,8.887208506164942,marker
1.0,2,22,-2.622260224098911,8.887208506164942,expansion
1.0,2,22,-3.5838850738838537,8.971108246640053,marker
1.0,2,22,-3.5838850738838537,8.971108246640053,expansion
1.0,2,22,-4.018865938397312,8.54737990205261,marker
1.0,2,22,-4.018865938397312,8.54737990205261,expansion
1.0,2,23,-2.0816659487201843,7.630684226025288,marker
1.0,2,23,-2.0816659487201843,7.630684226025288,expansion
1.0,2,23,-1.1551155989054864,9.357884893377733,marker
1.0,2,23,-1.1551155989054864,9.357884893377733,expansion
1.0,2,23,-2.729798985294961,4.579519214052992,marker
1.0,2,23,-2.729798985294961,4.579519214052992,expansion
1.0,2,23,-2.0675365454167918,7.82063189324158,marker
1.0,2,23,-2.0675365454167918,7.82063189324158,expansion
1.0,2,23,-0.17481169563513266,7.318104967436891,marker
1.0,2,23,-0.17481169563513266,7.318104967436891,expansion
1.0,2,24,-0.21399357778194616,8.716128747067808,marker
1.0,2,24,-0.21399357778194616,8.716128747067808,expansion
1.0,2,24,-1.7409288183909393,8.620765100768317,marker
1.0,2,24,-1.7409288183909393,8.620765100768317,expansion
1.0,2,24,-0.8260126446205587,9.207127164763556,marker
1.0,2,24,-0.8260126446205587,9.207127164763556,expansion
1.0,2,24,0.0,9.124616005298684,marker
1.0,2,24,0.0,9.124616005298684,expansion
1.0,2,24,-1.345430986108834,6.439453162747739,marker
1.0,2,24,-1.345430986108834,6.439453162747739,expansion
1.0,2,25,-1.4255825035953016,8.973382915116929,marker
1.0,2,25,-1.4255825035953016,8.973382915116929,expansion
1.0,2,25,-1.993431786427653,9.58505710346937,marker
1.0,2,25,-1.993431786427653,9.58505710346937,expansion
1.0,2,25,-0.7199859829941795,7.811752637125266,marker
1.0,2,25,-0.7199859829941795,7.811752637125266,expansion
1.0,2,25,-2.3647882035533137,8.042503021882318,marker
1.0,2,25,-2.3647882035533137,8.042503021882318,expansion
1.0,2,25,-2.7743577445409713,7.71073767913434,marker
1.0,2,25,-2.7743577445409713,7.71073767913434,expansion
1.0,2,26,-4.8392028169128265,7.998831757679115,marker
1.0,2,26,-4.8392028169128265,7.998831757679115,expansion
1.0,2,26,-6.796231386600445,7.877603879563642,marker
1.0,2,26,-6.796231386600445,7.877603879563642,expansion
1.0,2,26,-5.039113647783778,9.250048070615797,marker
1.0,2,26,-5.039113647783778,9.250048070615797,expansion
1.0,2,26,-5.804806361563146,8.136962881500919,marker
1.0,2,26,-5.804806361563146,8.136962881500919,expansion
1.0,2,26,-4.252364344229186,8.857031771013917,marker
1.0,2,26,-4.252364344229186,8.857031771013917,expansion
1.0,2,27,-2.3105530611399905,9.074713532173849,marker
